city,country,region
Leeds,United Kingdom,Europe
London,United Kingdom,Europe
Kampala,Uganda,Africa
Tokyo,Japan,Asia
Potchefstroom,South Africa,Africa
Flagstaff,United States,North America
Ostrava,Czech Republic,Europe
Ho Chi Minh City,Vietnam,Asia
Santiago,Chile,Latin America
Temuco,Chile,Latin America
Valparaíso,Chile,Latin America
Bucaramanga,Colombia,Latin America
Caracas,Venezuela,Latin America
Mendoza,Argentina,Latin America
Buenos Aires,Argentina,Latin America
Lima,Peru,Latin America
Madrid,Spain,Europe
Fortaleza,Brazil,Latin America
Milan,Italy,Europe
Cergy,France,Europe
Compiègne,France,Europe
Lyon,France,Europe
Paris,France,Europe
Paris,France,Europe
Kuala Terengganu,Malaysia,Asia
Malang ,Indonesia,Asia
San Francisco,United States,North America
Horana,Sri Lanka,Asia
Prague,Czech Republic,Europe
Karachi,Pakistan,Asia
Lahore,Pakistan,Asia
Nairobi,Kenya,Africa
Sunshine Coast,Australia,Oceania
Bucharest,Romania,Europe
Rehovot,Israel,Asia
Timișoara,Romania,Europe
Vallendar,Germany,Europe
Cambridge,United States,North America
Stanford,United States,North America
Cambridge,United States,North America
Pasadena,United States,North America
Oxford,United Kingdom,Europe
Zürich,Switzerland,Europe
Cambridge,United Kingdom,Europe
London,United Kingdom,Europe
Chicago,United States,North America
London,United Kingdom,Europe
Singapore,Singapore,Asia
Princeton,United States,North America
Singapore,Singapore,Asia
Lausanne,Switzerland,Europe
Beijing,China (Mainland),Asia
Philadelphia,United States,North America
New Haven,United States,North America
Ithaca,United States,North America
New York City,United States,North America
Edinburgh,United Kingdom,Europe
Ann Arbor,United States,North America
Hong Kong,Hong Kong SAR,Asia
Beijing,China (Mainland),Asia
Tokyo,Japan,Asia
Baltimore,United States,North America
Toronto,Canada,North America
Hong Kong,Hong Kong SAR,Asia
Manchester,United Kingdom,Europe
Evanston,United States,North America
Berkeley,United States,North America
Canberra,Australia,Oceania
London,United Kingdom,Europe
Montreal,Canada,North America
Shanghai,China (Mainland),Asia
New York City,United States,North America
Los Angeles,United States,North America
Seoul,South Korea,Asia
Kyoto,Japan,Asia
Daejeon,South Korea,Asia
Sydney,Australia,Oceania
Parkville,Australia,Oceania
Durham,United States,North America
Hong Kong,Hong Kong SAR,Asia
Sydney,Australia,Oceania
Vancouver,Canada,North America
Brisbane,Australia,Oceania
Shanghai,China (Mainland),Asia
Hong Kong,Hong Kong SAR,Asia
London,United Kingdom,Europe
Munich,Germany,Europe
Pittsburgh,United States,North America
Hangzhou,China (Mainland),Asia
San Diego,United States,North America
Melbourne,Australia,Oceania
Tokyo,Japan,Asia
Delft,Netherlands,Europe
Bristol,United Kingdom,Europe
Kuala Lumpur,Malaysia,Asia
Providence,United States,North America
Amsterdam,Netherlands,Europe
Palaiseau,France,Europe
Coventry,United Kingdom,Europe
Munich,Germany,Europe
Heidelberg,Germany,Europe
Madison,United States,North America
Taipei City,Taiwan,Asia
Buenos Aires,Argentina,Latin America
Seoul,South Korea,Asia
Zürich,Switzerland,Europe
Austin,United States,North America
Osaka City,Japan,Asia
Seattle,United States,North America
Moscow,Russia,Europe
Hong Kong,Hong Kong SAR,Asia
Copenhagen,Denmark,Europe
Pohang ,South Korea,Asia
Glasgow,United Kingdom,Europe
Sendai City,Japan,Asia
Atlanta,United States,North America
Auckland,New Zealand,Oceania
Champaign,United States,North America
Leuven,Belgium,Europe
Durham,United Kingdom,Europe
Seoul,South Korea,Asia
Birmingham,United Kingdom,Europe
Suwon,South Korea,Asia
Houston,United States,North America
Southampton,United Kingdom,Europe
Leeds,United Kingdom,Europe
Perth,Australia,Oceania
Sheffield,United Kingdom,Europe
Hefei,China (Mainland),Asia
Chapel Hill,United States,North America
St. Andrews,United Kingdom,Europe
Lund,Sweden,Europe
Stockholm,Sweden,Europe
Nottingham,United Kingdom,Europe
Mexico City,Mexico,Latin America
University Park,United States,North America
Dublin,Ireland,Europe
Kongens Lyngby,Denmark,Europe
Helsinki,Finland,Europe
St. Louis,United States,North America
Adelaide,Australia,Oceania
Geneva,Switzerland,Europe
Columbus,United States,North America
West Lafayette,United States,North America
Boston,United States,North America
Nagoya,Japan,Asia
Davis,United States,North America
Oslo,Norway,Europe
Bern,Switzerland,Europe
London,United Kingdom,Europe
São Paulo,Brazil,Latin America
Wageningen,Netherlands,Europe
Berlin,Germany,Europe
Montreal,Canada,North America
Edmonton,Canada,North America
Eindhoven,Netherlands,Europe
Santiago,Chile,Latin America
Los Angeles,United States,North America
Utrecht,Netherlands,Europe
Fukuoka City,Japan,Asia
Nanjing,China (Mainland),Asia
Uppsala,Sweden,Europe
Espoo,Finland,Europe
Leiden,Netherlands,Europe
Groningen,Netherlands,Europe
Berlin,Germany,Europe
Karlsruhe,Germany,Europe
Seri Kembangan,Malaysia,Asia
Haymarket,Australia,Oceania
Lancaster,United Kingdom,Europe
Ghent,Belgium,Europe
Milan,Italy,Europe
Saint-Aubin,France,Europe
Gothenburg,Sweden,Europe
Sapporo,Japan,Asia
Bangi,Malaysia,Asia
Gelugor,Malaysia,Asia
Jeddah,Saudi Arabia,Asia
Hamilton,Canada,North America
Aachen,Germany,Europe
Seoul,South Korea,Asia
Berlin,Germany,Europe
Basel,Switzerland,Europe
Vienna,Austria,Europe
York,United Kingdom,Europe
Newcastle upon Tyne,United Kingdom,Europe
Santa Barbara,United States,North America
College Park,United States,North America
Monterrey,Mexico,Latin America
Pittsburgh,United States,North America
East Lansing,United States,North America
Atlanta,United States,North America
Cardiff,United Kingdom,Europe
Bologna,Italy,Europe
Lyon,France,Europe
Cleveland,United States,North America
Gainesville,United States,North America
Exeter,United Kingdom,Europe
Rochester,United States,North America
Almaty,Kazakhstan,Asia
Waterloo,Canada,North America
Hsinchu City,Taiwan,Asia
College Station,United States,North America
Lausanne,Switzerland,Europe
Rome,Italy,Europe
Mumbai,India,Asia
Dresden,Germany,Europe
Bath,United Kingdom,Europe
Tübingen,Germany,Europe
Freiburg im Breisgau,Germany,Europe
Jerusalem,Israel,Asia
Dublin,Ireland,Europe
Minneapolis,United States,North America
Santiago,Chile,Latin America
Stockholm,Sweden,Europe
Liverpool,United Kingdom,Europe
Barcelona,Spain,Europe
Dunedin,New Zealand,Oceania
Bangalore,India,Asia
Dhahran,Saudi Arabia,Asia
Skudai,Malaysia,Asia
Nashville,United States,North America
Louvain-la-Neuve,Belgium,Europe
Tokyo,Japan,Asia
Tokyo,Japan,Asia
Vienna,Austria,Europe
New Delhi,India,Asia
Bergen,Norway,Europe
Göttingen,Germany,Europe
Wollongong,Australia,Oceania
Rotterdam,Netherlands,Europe
Callaghan,Australia,Oceania
Enschede,Netherlands,Europe
Madrid,Spain,Europe
Brussels,Belgium,Europe
Gothenburg,Sweden,Europe
Hanover,United States,North America
London,Canada,North America
Reading,United Kingdom,Europe
Madrid,Spain,Europe
Aberdeen,United Kingdom,Europe
Bangkok,Thailand,Asia
Irvine,United States,North America
Abu Dhabi,United Arab Emirates,Asia
Notre Dame,United States,North America
Barcelona,Spain,Europe
Sydney,Australia,Oceania
Nijmegen,Netherlands,Europe
Padua,Italy,Europe
Perth,Australia,Oceania
Brisbane,Australia,Oceania
Charlottesville,United States,North America
Beirut ,Lebanon,Asia
Phoenix,United States,North America
Cape Town,South Africa,Africa
Melbourne,Australia,Oceania
"Kelburn, Wellington",New Zealand,Oceania
Saint Petersburg,Russia,Europe
Loughborough,United Kingdom,Europe
Bogotá,Colombia,Latin America
Novosibirsk ,Russia,Europe
Hamburg,Germany,Europe
Washington D.C.,United States,North America
Tel Aviv,Israel,Asia
Boulder,United States,North America
Campinas,Brazil,Latin America
Maastricht,Netherlands,Europe
Tainan City,Taiwan,Asia
Amsterdam,Netherlands,Europe
Galway,Ireland,Europe
Antwerp,Belgium,Europe
Hsinchu City,Taiwan,Asia
Bonn,Germany,Europe
Paris,France,Europe
Dijon,France,Europe
Leicester,United Kingdom,Europe
Doha,Qatar,Asia
Kingston,Canada,North America
Calgary,Canada,North America
Brighton,United Kingdom,Europe
Wuhan,China (Mainland),Asia
Tomsk,Russia,Europe
Brussels,Belgium,Europe
Nakhon Pathom,Thailand,Asia
Pamplona,Spain,Europe
Yogyakarta,Indonesia,Asia
Bandar Seri Begawan,Brunei,Asia
Shanghai,China (Mainland),Asia
Chicago,United States,North America
New Brunswick,United States,North America
Bogotá,Colombia,Latin America
Prague,Czech Republic,Europe
Harbin,China (Mainland),Asia
Medford,United States,North America
Guangzhou,China (Mainland),Asia
Hong Kong,Hong Kong SAR,Asia
Innsbruck,Austria,Europe
Tsukuba City,Japan,Asia
Taipei City,Taiwan,Asia
Darmstadt,Germany,Europe
Guildford,United Kingdom,Europe
Christchurch,New Zealand,Oceania
Amherst,United States,North America
Palmerston North,New Zealand,Oceania
Lugano,Switzerland,Europe
Tucson,United States,North America
Geelong,Australia,Oceania
Chennai,India,Asia
Graz,Austria,Europe
Paris,France,Europe
Beijing,China (Mainland),Asia
Ottawa,Canada,North America
Dolgoprudny,Russia,Europe
Moscow,Russia,Europe
Cologne,Germany,Europe
Al Ain,United Arab Emirates,Asia
Tartu,Estonia,Europe
Cork,Ireland,Europe
Riyadh,Saudi Arabia,Asia
Barcelona,Spain,Europe
Paris,France,Europe
Turku,Finland,Europe
Halifax,Canada,North America
Cachan,France,Europe
Haifa,Israel,Asia
Miami,United States,North America
Gwangju,South Korea,Asia
Raleigh,United States,North America
Magill,Australia,Oceania
Moscow,Russia,Europe
Taipei City,Taiwan,Asia
Glasgow,United Kingdom,Europe
Edinburgh,United Kingdom,Europe
Milan,Italy,Europe
Nathan,Australia,Oceania
Xi'an,China (Mainland),Asia
Aalborg,Denmark,Europe
Depok,Indonesia,Asia
Mannheim,Germany,Europe
Turin,Italy,Europe
Egham,United Kingdom,Europe
Hobart,Australia,Oceania
Madrid,Spain,Europe
Frankfurt,Germany,Europe
Bandung,Indonesia,Asia
Kharagpur,India,Asia
Moscow,Russia,Europe
Barcelona,Spain,Europe
Minsk,Belarus,Europe
Erlangen,Germany,Europe
Dundee,United Kingdom,Europe
Bloomington,United States,North America
Higashihiroshima City,Japan,Asia
Warsaw,Poland,Europe
Burnaby,Canada,North America
Jena,Germany,Europe
Segovia,Spain,Europe
Krakow,Poland,Europe
Buenos Aires,Argentina,Latin America
Moscow,Russia,Europe
València,Spain,Europe
Blacksburg,United States,North America
Taipei City,Taiwan,Asia
Ekaterinburg,Russia,Europe
Seoul,South Korea,Asia
Umeå,Sweden,Europe
Stuttgart,Germany,Europe
Norwich,United Kingdom,Europe
Honolulu,United States,North America
Jyväskylä,Finland,Europe
Salt Lake City,United States,North America
New York City,United States,North America
Grenoble,France,Europe
Prague,Czech Republic,Europe
London,United Kingdom,Europe
Ulm,Germany,Europe
London,United Kingdom,Europe
Buffalo,United States,North America
Sharjah,United Arab Emirates,Asia
Moscow,Russia,Europe
London,United Kingdom,Europe
Kanpur,India,Asia
Bandar Seri Begawan,Brunei,Asia
Ashburn,United States,North America
Odense,Denmark,Europe
Islamabad,Pakistan,Asia
Münster,Germany,Europe
Nur-Sultan,Kazakhstan,Asia
Lisbon ,Portugal,Europe
Porto,Portugal,Europe
St. Petersburg,Russia,Europe
Trondheim,Norway,Europe
Linz,Austria,Europe
Linköping,Sweden,Europe
Boston,United States,North America
Tokyo,Japan,Asia
Tilburg,Netherlands,Europe
Kazan,Russia,Europe
Victoria,Canada,North America
Melbourne,Australia,Oceania
Islamabad,Pakistan,Asia
Stony Brook,United States,North America
Muscat,Oman,Asia
Hamilton ,New Zealand,Oceania
Tianjin,China (Mainland),Asia
Buenos Aires,Argentina,Latin America
Subang Jaya,Malaysia,Asia
Rio de Janeiro,Brazil,Latin America
Paris,United Kingdom,Europe
Winston-Salem,United States,North America
Roorkee,India,Asia
Pisa,Italy,Europe
Lawrence,United States,North America
Lincoln,New Zealand,Oceania
Shanghai,China (Mainland),Asia
Taipei City,Taiwan,Asia
Nankai,China (Mainland),Asia
Beijing,China (Mainland),Asia
Seoul,South Korea,Asia
Naples,Italy,Europe
Milan,Italy,Europe
Wuhan,China (Mainland),Asia
Quezon City,Philippines,Asia
Melbourne,Australia,Oceania
Strasbourg,France,Europe
Denver,United States,North America
St. Petersburg,Russia,Europe
Seoul,South Korea,Asia
Mainz,Germany,Europe
Kobe City,Japan,Asia
Trento,Italy,Europe
Johannesburg,South Africa,Africa
Oulu,Finland,Europe
Tehran,"Iran, Islamic Republic of",Asia
Tampere,Finland,Europe
Cairo,Egypt,Africa
Colchester,United Kingdom,Europe
Pullman,United States,North America
Gold Coast,Australia,Oceania
New Orleans,United States,North America
London,United Kingdom,Europe
Kaohsiung City,Taiwan,Asia
Santa Cruz,United States,North America
Tromsø,Norway,Europe
Québec,Canada,North America
São Paulo,Brazil,Latin America
Iowa City,United States,North America
Adelaide,Australia,Oceania
Vilnius,Lithuania,Europe
Talence,France,Europe
Chicago,United States,North America
Bogotá,Colombia,Latin America
Moscow,Russia,Europe
Lisbon,Portugal,Europe
St. Gallen,Switzerland,Europe
Coimbra,Portugal,Europe
Prague,Czech Republic,Europe
Lima,Peru,Latin America
Florence,Italy,Europe
Knoxville,United States,North America
Xiamen,China (Mainland),Asia
Auckland,New Zealand,Oceania
Würzburg,Germany,Europe
Dublin,Ireland,Europe
Bochum,Germany,Europe
Seri Iskandar,Malaysia,Asia
Johannesburg,South Africa,Africa
Fort Collins,United States,North America
Pilar,Argentina,Latin America
Konstanz,Germany,Europe
Be'er Sheva,Israel,Asia
Waltham,United States,North America
Beijing,China (Mainland),Asia
Beijing,China (Mainland),Asia
Riverside,United States,North America
Madrid,Spain,Europe
Saarbrücken,Germany,Europe
Arlon,Belgium,Europe
Newton,United States,North America
Islamabad,Pakistan,Asia
Seoul,South Korea,Asia
Tallahassee,United States,North America
Diepenbeek,Belgium,Europe
Stellenbosch,South Africa,Africa
Gyeonggi,South Korea,Asia
Bruce,Australia,Oceania
Townsville,Australia,Oceania
Guangzhou,China (Mainland),Asia
Montevideo,Uruguay,Latin America
Istanbul,Turkey,Asia
Taoyuan City,Taiwan,Asia
Buenos Aires,Argentina,Latin America
Saskatoon,Canada,North America
Yokohama City,Japan,Asia
Guwahati,India,Asia
Lappeenranta ,Finland,Europe
Halle,Germany,Europe
Troy,United States,North America
Swansea,United Kingdom,Europe
Makkah,Saudi Arabia,Asia
Milperra,Australia,Oceania
Tehran,"Iran, Islamic Republic of",Asia
Montreal,Canada,North America
Athens,Greece,Europe
Nicosia,Cyprus,Europe
Kharkiv,Ukraine,Europe
Detroit,United States,North America
Leipzig,Germany,Europe
Columbia,United States,North America
Aberystwyth,United Kingdom,Europe
Jinan,China (Mainland),Asia
Stirling,United Kingdom,Europe
Chiba City,Japan,Asia
Taipei City,Taiwan,Asia
Shymkent,Kazakhstan,Asia
Seoul,South Korea,Asia
Montevideo,Uruguay,Latin America
Taoyuan City,Taiwan,Asia
Vladivostok,Russia,Europe
Changchun,China (Mainland),Asia
Nanjing,China (Mainland),Asia
Sao Paulo,Brazil,Latin America
Havana,Cuba,Latin America
Corvallis,United States,North America
Alcalá de Henares,Spain,Europe
Kuopio,Finland,Europe
Kiel,Germany,Europe
Shanghai,China (Mainland),Asia
Kunitachi City,Japan,Asia
Athens,United States,North America
Granada,Spain,Europe
Santiago,Chile,Latin America
Zaragoza,Spain,Europe
Beirut,Lebanon,Asia
Storrs,United States,North America
New Delhi,India,Asia
Szeged,Hungary,Europe
Birmingham,United Kingdom,Europe
Singapore,Singapore,Asia
Milan,Italy,Europe
Rome,Italy,Europe
Marseille,France,Europe
Montpellier,France,Europe
Klagenfurt,Austria,Europe
Limerick,Ireland,Europe
Warsaw,Poland,Europe
Surabaya,Indonesia,Asia
Dammam,Saudi Arabia,Asia
Saratov,Russia,Europe
Istanbul,Turkey,Asia
Turin,Italy,Europe
Bayreuth,Germany,Europe
Debrecen,Hungary,Europe
Milan,Italy,Europe
Ulsan,South Korea,Asia
Bogor,Indonesia,Asia
Incheon,South Korea,Asia
Giessen,Germany,Europe
Brno,Czech Republic,Europe
Nagasaki City,Japan,Asia
Xi'an,China (Mainland),Asia
Chengdu,China (Mainland),Asia
Santa Clara,Cuba,Latin America
Sintok,Malaysia,Asia
Richardson,United States,North America
Toronto,Canada,North America
Coventry,United Kingdom,Europe
Lyon,France,Europe
Ames,United States,North America
Niigata City,Japan,Asia
Osaka City,Japan,Asia
Almaty,Kazakhstan,Asia
Bremen,Germany,Europe
Beirut,Lebanon,Asia
Newark,United States,North America
Suwon,South Korea,Asia
Ramat Gan,Israel,Asia
Ankara,Turkey,Asia
Chuncheon,South Korea,Asia
Seoul,South Korea,Asia
Byblos,Lebanon,Asia
Bethlehem,United States,North America
Shah Alam,Malaysia,Asia
Braunschweig,Germany,Europe
Toulouse,France,Europe
Melbourne,Australia,Oceania
Giza,Egypt,Africa
Kumamoto City,Japan,Asia
Daegu,South Korea,Asia
New York,United States,North America
Bangkok,Thailand,Asia
Bogotá,Colombia,Latin America
Lincoln,United States,North America
Pretoria,South Africa,Africa
Turku,Finland,Europe
Barnaul,Russia,Europe
Thessaloniki,Greece,Europe
Wuhan,China (Mainland),Asia
Hong Kong,Hong Kong SAR,Asia
Murdoch,Australia,Oceania
Okayama City,Japan,Asia
San Jose,Costa Rica,Latin America
Mexico City,Mexico,Latin America
Guelph,Canada,North America
Columbia,United States,North America
Worcester,United States,North America
Graz,Austria,Europe
Kingston upon Thames,United Kingdom,Europe
Taipei City,Taiwan,Asia
Busan,South Korea,Asia
Beijing,China (Mainland),Asia
Seville,Spain,Europe
Aveiro,Portugal,Europe
Tampa,United States,North America
Norman Gardens,Australia,Oceania
Dalian,China (Mainland),Asia
Jeonju,South Korea,Asia
Kanazawa,Japan,Asia
Almaty,Kazakhstan,Asia
Samara,Russia,Europe
Rostov-on-Don,Russia,Europe
València,Spain,Europe
Braga,Portugal,Europe
Tehran,"Iran, Islamic Republic of",Asia
Dubai,United Arab Emirates,Asia
Quezon City,Philippines,Asia
Ottawa,Canada,North America
Chiang Mai,Thailand,Asia
Philadelphia,United States,North America
Shanghai,China (Mainland),Asia
Budapest,Hungary,Europe
Gifu City,Japan,Asia
Jounieh,Lebanon,Asia
Changsha,China (Mainland),Asia
Sangareddy,India,Asia
Buenos Aires,Argentina,Latin America
Kuala Lumpur,Malaysia,Asia
Tehran,"Iran, Islamic Republic of",Asia
Guangzhou,China (Mainland),Asia
Almaty,Kazakhstan,Asia
Abha,Saudi Arabia,Asia
Bolzano,Italy,Europe
Nizhny Novgorod,Russia,Europe
Houghton,United States,North America
Ankara,Turkey,Asia
Rolla,United States,North America
Taichung City,Taiwan,Asia
Shenzhen,China (Mainland),Asia
Northampton,United States,North America
Sofia,Bulgaria,Europe
Syracuse,United States,North America
Kyiv,Ukraine,Europe
Tokushima City,Japan,Asia
Tokyo,Japan,Asia
Coleraine,United Kingdom,Europe
Concepción,Chile,Latin America
Salamanca,Spain,Europe
Pavia,Italy,Europe
Barcelona,Spain,Europe
Regensburg,Germany,Europe
Fribourg,Switzerland,Europe
Québec,Canada,North America
Bradford,United Kingdom,Europe
Cincinnati,United States,North America
Hull,United Kingdom,Europe
Amman,Jordan,Asia
Lexington,United States,North America
Ljubljana,Slovenia,Europe
Winnipeg,Canada,North America
Albuquerque,United States,North America
Eugene,United States,North America
Portsmouth,United Kingdom,Europe
Burlington,United States,North America
Washington D.C.,United States,North America
Al-Ekir,Bahrain,Asia
Beijing,China (Mainland),Asia
Istanbul,Turkey,Asia
Brno,Czech Republic,Europe
New York City,United States,North America
Joondalup,Australia,Oceania
Washington D.C.,United States,North America
Kolkata,India,Asia
Irbid,Jordan,Asia
Kagoshima City,Japan,Asia
Lahore,Pakistan,Asia
Hanover,Germany,Europe
Athens,Greece,Europe
Kharkiv,Ukraine,Europe
Newcastle upon Tyne,United Kingdom,Europe
Sonipat,India,Asia
Osaka City,Japan,Asia
Marburg,Germany,Europe
Rio de Janeiro,Brazil,Latin America
Pune,India,Asia
Seoul,South Korea,Asia
Suzhou,China (Mainland),Asia
Tallinn,Estonia,Europe
Tokyo,Japan,Asia
Huixquilucan,Mexico,Latin America
Medellin,Colombia,Latin America
Cali,Colombia,Latin America
La Plata,Argentina,Latin America
Medellín,Colombia,Latin America
Madrid,Spain,Europe
Buenos Aires,Argentina,Latin America
Belo Horizonte,Brazil,Latin America
Genoa,Italy,Europe
Siena,Italy,Europe
Stuttgart,Germany,Europe
Shah Alam,Malaysia,Asia
Denver,United States,North America
Hyderabad,India,Asia
Boston,United States,North America
Mons,Belgium,Europe
Norman,United States,North America
Pécs,Hungary,Europe
Plymouth,United Kingdom,Europe
London,United Kingdom,Europe
Vilnius ,Lithuania,Europe
Richmond,United States,North America
Williamsburg,United States,North America
Abu Dhabi,United Arab Emirates,Asia
Ajman,United Arab Emirates,Asia
Casuarina,Australia,Oceania
Beijing,China (Mainland),Asia
Gwangju,South Korea,Asia
Bratislava,Slovakia,Europe
Maebashi,Japan,Asia
Ciudad de México,Mexico,Latin America
Mexico City,Mexico,Latin America
Manhattan,United States,North America
Kaohsiung City,Taiwan,Asia
Keele,United Kingdom,Europe
Beirut,Lebanon,Asia
Baton Rouge,United States,North America
Maynooth,Ireland,Europe
St. John's,Canada,North America
Brno,Czech Republic,Europe
London,United Kingdom,Europe
Nanjing,China (Mainland),Asia
Kyiv,Ukraine,Europe
Koura,Lebanon,Asia
Riga,Latvia,Europe
St. Petersburg,Russia,Europe
Dallas,United States,North America
Hoboken,United States,North America
Sumy,Ukraine,Europe
Petaling Jaya,Malaysia,Asia
Philadelphia,United States,North America
Santiago,Chile,Latin America
Buenos Aires,Argentina,Latin America
Mexico City,Mexico,Latin America
San Martin,Peru,Latin America
Santiago de Compostela,Spain,Europe
Porto Alegre,Brazil,Latin America
Trieste,Italy,Europe
Rostock,Germany,Europe
Villeurbanne,France,Europe
Sherbrooke,Canada,North America
Kajang,Malaysia,Asia
Orlando,United States,North America
Chengdu,China (Mainland),Asia
Haifa,Israel,Asia
Houston,United States,North America
Huddersfield,United Kingdom,Europe
Baltimore,United States,North America
Toowoomba,Australia,Oceania
Worcester,United States,North America
Dubai,United Arab Emirates,Asia
Beijing,China (Mainland),Asia
Poole,United Kingdom,Europe
Chongqing,China (Mainland),Asia
Daejeon,South Korea,Asia
Potsdam,United States,North America
Seoul,South Korea,Asia
Miami,United States,North America
Atlanta,United States,North America
Indianapolis,United States,North America
Maslak-Istanbul,Turkey,Asia
Almaty,Kazakhstan,Asia
Almaty,Kazakhstan,Asia
London,United Kingdom,Europe
Manipal,India,Asia
Newark,United States,North America
Xi'an,China (Mainland),Asia
Nottingham,United Kingdom,Europe
Stillwater,United States,North America
Salzburg ,Austria,Europe
Moscow,Russia,Europe
Bari,Italy,Europe
Tarragona,Spain,Europe
Newark,United States,North America
Surabaya,Indonesia,Asia
Lismore,Australia,Oceania
Liberec,Czech Republic,Europe
Kagurazaka,Japan,Asia
Caracas,Venezuela,Latin America
Guadalajara,Mexico,Latin America
Bogotá,Colombia,Latin America
Quito,Ecuador,Latin America
Leioa,Spain,Europe
Bogotá,Colombia,Latin America
Venice,Italy,Europe
Modena,Italy,Europe
Perugia,Italy,Europe
Duisburg,Germany,Europe
Düsseldorf,Germany,Europe
Kuantan,Malaysia,Asia
Albany,United States,North America
Brescia,Italy,Europe
Patras,Greece,Europe
Seoul,South Korea,Asia
Tulsa,United States,North America
Windsor,Canada,North America
Poznań,Poland,Europe
Egaila,Kuwait,Asia
Krakow,Poland,Europe
Cairo,Egypt,Africa
Alexandria,Egypt,Africa
Aligarh,India,Asia
Amritapuri,India,Asia
Ankara,Turkey,Asia
Chennai,India,Asia
Athens,Greece,Europe
Auburn,United States,North America
Melbourne,Australia,Oceania
Cluj-Napoca,Romania,Europe
Varanasi,India,Asia
Dhaka,Bangladesh,Asia
Waco,United States,North America
Beijing,China (Mainland),Asia
Beirut,Lebanon,Asia
Minsk,Belarus,Europe
Jakarta,Indonesia,Asia
Binghamton,United States,North America
Birmingham,United Kingdom,Europe
Budapest,Hungary,Europe
Thurgoona,Australia,Oceania
Clemson,United States,North America
Islamabad,Pakistan,Asia
Budapest,Hungary,Europe
Krakow,Poland,Europe
Manila,Philippines,Asia
Leicester,United Kingdom,Europe
Edinburgh,United Kingdom,Europe
New York City,United States,North America
Gdańsk,Poland,Europe
Fairfax,United States,North America
London,United Kingdom,Europe
Kuwait City,Kuwait,Asia
Ankara,Turkey,Asia
Harbin,China (Mainland),Asia
Medina,Saudi Arabia,Asia
Istanbul,Turkey,Asia
Karaganda,Kazakhstan,Asia
Bangkok,Thailand,Asia
Kaunas,Lithuania,Europe
Almaty,Kazakhstan,Asia
Kent,United States,North America
Khon Kaen,Thailand,Asia
Hofuf,Saudi Arabia,Asia
Bangkok,Thailand,Asia
Kuwait City,Kuwait,Asia
Kyoto,Japan,Asia
Kitakyushu,Japan,Asia
Lanzhou,China (Mainland),Asia
Liverpool ,United Kingdom,Europe
Lodz,Poland,Europe
London,United Kingdom,Europe
Chicago,United States,North America
Manchester ,United Kingdom,Europe
Cyberjaya,Malaysia,Asia
Nagoya,Japan,Asia
Minxiong Township,Taiwan,Asia
Toruń,Poland,Europe
Novosibirsk,Russia,Europe
Athens,United States,North America
Bandung,Indonesia,Asia
Perm,Russia,Europe
Valparaíso,Chile,Latin America
Quito,Ecuador,Latin America
São Paulo,Brazil,Latin America
Hat Yai,Thailand,Asia
Amman,Jordan,Asia
Musselburgh,United Kingdom,Europe
Grahamstown,South Africa,Africa
Riga,Latvia,Europe
Kyoto,Japan,Asia
Toronto,Canada,North America
Saitama City,Japan,Asia
San Diego ,United States,North America
Shanghai,China (Mainland),Asia
Matsumoto City,Japan,Asia
Shiraz,"Iran, Islamic Republic of",Asia
Gliwice,Poland,Europe
Bratislava,Slovakia,Europe
Tokyo,Japan,Asia
Chelyabinsk,Russia,Europe
Budapest,Hungary,Europe
Tallinn,Estonia,Europe
Košice,Slovakia,Europe
Dortmund,Germany,Europe
Dublin,Ireland,Europe
Cartago,Costa Rica,Latin America
Lubbock,United States,North America
Aberdeen,United Kingdom,Europe
Moscow,Russia,Europe
Hiratsuka City,Japan,Asia
Valdivia,Chile,Latin America
Texcoco,Mexico,Latin America
Toluca de Lerdo,Mexico,Latin America
Mexico City,Mexico,Latin America
Guayana City,Venezuela,Latin America
Montevideo,Uruguay,Latin America
Alicante,Spain,Europe
Montevideo,Uruguay,Latin America
Cholula,Mexico,Latin America
Santiago,Chile,Latin America
Merida,Venezuela,Latin America
Murcia,Spain,Europe
Oviedo,Spain,Europe
Cali,Colombia,Latin America
Santiago,Chile,Latin America
Medellin,Colombia,Latin America
Heredia,Costa Rica,Latin America
Córdoba,Argentina,Latin America
Rosario,Argentina,Latin America
San Luis ,Argentina,Latin America
Lima,Peru,Latin America
Caracas,Venezuela,Latin America
Valparaíso,Chile,Latin America
Panama City,Panama,Latin America
Buenos Aires,Argentina,Latin America
Lisbon,Portugal,Europe
A Coruña,Spain,Europe
Brasília,Brazil,Latin America
Florianópolis,Brazil,Latin America
São Paulo,Brazil,Latin America
Curitiba,Brazil,Latin America
Recife,Brazil,Latin America
Catania,Italy,Europe
Ferrara,Italy,Europe
Fisciano,Italy,Europe
Udine,Italy,Europe
Rome,Italy,Europe
Rende,Italy,Europe
Ancona,Italy,Europe
Palermo,Italy,Europe
Bielefeld,Germany,Europe
Potsdam,Germany,Europe
Nancy,France,Europe
Nantes,France,Europe
Rennes,France,Europe
Versailles,France,Europe
Montpellier,France,Europe
Toulouse,France,Europe
Kuching,Malaysia,Asia
Sungai Long,Malaysia,Asia
Kangar,Malaysia,Asia
Tuscaloosa,United States,North America
Baghdad,Iraq,Asia
Zallaq,Bahrain,Asia
Bari,Italy,Europe
